item,unit2,unit2_price
MITSUBISHI ELECTRIC BATTERY(ALKALINE) X 4,PACK,550
MIXADIN TABS  X 25,FULL PACK,"1,650.00"
MIXAGRIP TABS  X 25,FULL PACK,"2,406.00"
MIXANAL TABS  X 25,FULL PACK,"2,300.00"
MIXTARD  FLEX PEN INJ 100IU/1ML X 5,FULL PACK,"12,000.00"
MIXTARD 30 HM INJ 100UNIT 10ML,VIALS,"3,950.00"
MIXTARD 30 PENFILL 100IU/ML3ML  ,PACK,"11,500.00"
MIXTARD INJ 40 IU,VIALS,"2,200.00"
MIYAKE PERFUME 100ML,BOTTLE,"1,105.00"
MIZETIN TABS 20MG X 100,FULL PACK,"3,700.00"
MOBICAR TABS  X 30,FULL PACK,"1,930.00"
MOBIL INSECT KILLER 300ML,SPRAY CAN,615
MODICATE INJ 25MG,AMPOULES,170
MODURETIC TABS 250MG X 100,TABS,800
MOFENAC EYE DROPS  10ML,BOTTLE,890
MOFLOXADEX EYE DROPS 10ML X 1,PACK,"1,200.00"
MOIST JELLY X 1,PACK,"1,600.00"
MOLFIX DIAPERS(JUMBO) X 1,PACK,"3,995.00"
MOLOXAN EYE DROPS  X 1,PACK,"1,050.00"
MOLOXIDEX EYE DROPS 5ML X 1,PACK,"1,050.00"
MOMENTO SYR 60ML,BOTTLE,350
MOMENTO TABS 5MG X 100,FULL PACK,"1,200.00"
MONDNITE(NIGHT TIME SLEEP AID) TABS 25MG X 1,PACK,180
MONOMIN  PLUS SYR  100ML,BOTTLE,265
MONOMIN PLUS SYR ,BOTTLE,470
MONOMIN PLUS SYR  200ML,BOTTLE,415
MONOMIN X 30 CAPS ,PACK,370
MONOVER SYR  200ML,BOTTLE,365
MONOVER SYR 100ML X 1,BOTTLE,290
MONOVER X 30 CAPS ,PACK,290
MONTIGET TAB  10MG X 1,PACK,"2,750.00"
MONTIGET TAB  5MG X 1,PACK,"2,350.00"
MONTIGET TABS 4MG X 14,PACK,"2,500.00"
MONTRAL TABS 5MG X 10,PACK,"1,420.00"
MOOVAN OINTMENT 500MG X 1,PACK,"1,750.00"
MORETIC TABS  X 100,FULL PACK,"1,400.00"
MORETONE MULTIVITAMIN CAPS X 30,PACK,350
MORGAN POMADE 100G,JAR,755
MORGAN POMADE 50G,JAR,380
MORGAN'S HAIR DARKENING CREAM B/S 125ML,JAR,760
MORINGA POWDER ,JAR,290
MORINGA TEA  ,PACK,700
MORINGA(N/F) X 100  ,JAR,"4,680.00"
MORNING FRESH 1L,JAR,525
MORNING FRESH 200ML,JAR,110
Morning Fresh 500ML,BOTTLE,400
MORTEIN INSECTICIDE 300ML,SPRAY CAN,725
MORTEIN INSECTICIDE 600ML,TIN,"1,335.00"
MOSEGOR SYR 100ML,BOTTLE,"2,995.00"
MOSEGOR TABS 0.5MG X 30,FULL PACK,"2,700.00"
MOSPODOX SYR 50MG/5ML 100ML,BOTTLE,"1,500.00"
MOSPODOX TABS 200MG X 10,PACK,"1,500.00"
MOSQUITO NET(TRACKLINE)SIZE 4 X 6  ,PACK,"6,500.00"
MOSQUITO REPELLANT CREAM 15% X 12,FULL PACK,"1,680.00"
MOSTEN TABS 20MG X 28,FULL PACK,525
MOTILITY BOOST CAPS  X 60,JAR,"11,100.00"
MOTILIUM TABS 10MG X 30,FULL PACK,"1,370.00"
MOUTH  SPRAY 18.75CL,SPRAY CAN,295
MOVATE CREAM TUBE 30G,TUBE,205
MOVE FREE CAPS X 1,PACK,"10,500.00"
MOVE FREE TABS  X 80,FULL PACK,"11,400.00"
MOVEON GEL  50G,PACK,535
MOWA WATER,BOTTLE,45
MOXIFLOXACIN(HESS) EYE DROPS 5ML,BOTTLE,"2,680.00"
MOXIFLOXACIN(MULTI COY) EYE DROPS 5ML,BOTTLE,"2,500.00"
MOXIFLOXACIN(PHARMACYPLUS)  10ML X 1,PACK,"1,000.00"
MOXIGET TABS X 5,PACK,"1,600.00"
MOXITIN INJ 500MG,VIALS,150
MUCUS EXTRACTOR   X 25,FULL PACK,"2,900.00"
MULTAMIN 200ML SYR ,BOTTLE,470
MULTI PRENATAL TABS X 90,PACK,"2,300.00"
MULTIBALANCE X 30 CAPS ,PACK,"1,970.00"
MULTIMUSHROOM DEFENCE FORMULA CAPS  X 60,JAR,"5,300.00"
MULTIVITAMIN (SAM)  SYR 200ML,BOTTLE,670
MULTIVITAMIN PLUS X 30 TABS ,PACK,300
MULTIVITAMIN(FIDSON) SYR 100ML X 48,BOTTLE,180
MULTIVITAMIN(PROLIFE) TABS 102G X 17,JAR,"1,250.00"
MULTIVITAMINS ATOZ CAPS  X 30,FULL PACK,"1,800.00"
MULTIVITAMINS FOR DIABETICS TABS  X 30,FULL PACK,"2,600.00"
MULTIVITE (BANBIZ)  2L X 1,JAR,935
MULTIVITE (EVANS)  DROPS ,BOTTLE,195
MULTIVITE (GAUZE) 2L,JAR,750
MULTIVITE FORT CAPS X 30,BLISTER,245
MULTIVITE SYR (MOPSON) 2 LIT,BOTTLE,"1,800.00"
MULTIVITE SYR 100ML X 1 {KP} X 1,BOTTLE,90
MULTIVITE SYR 125/5ML {ARCHY} ,BOTTLE,90
MULTIVITE X 20 (EVANS)  SYR 100ML,BOTTLE,260
MULTIVITE( LEADY) 2L SYR  X 1,BOTTLE,700
MULTIVITE(MOPSON) SYR 100ML X 1,BOTTLE,185
MUMFER X 30 TABS ,PACK,350
MUNACHI  PURE HONEY   500ML,JAR,"1,400.00"
MUPIDERN OINTMENT   15G,TUBE,"2,050.00"
MUPOSAN POWDER 15MG X 20,FULL PACK,"1,280.00"
MUS-L BLAST POWDER 1.33KG X 1,CAN,"8,500.00"
MUSK LOTION 500ML,JAR,"2,210.00"
MUSTIF CAPS  X 30,JAR,"1,700.00"
MVS-365 TABS X 20,PACK,"1,035.00"
MVS-PRENATAL CAPS X 20,PACK,865
MY BOY BABY MILK 454G,TIN,"1,435.00"
MYCOGEN CREAM 15G,TUBE,800
MYCOHEAL VAGINAL TABS 1200MG X 1,PACK,350
MYCORAL CREAM ,TUBE,170
MYCOSTATINE 24ML DROPS ,BOTTLE,495
MYCOSTOP( NYSTATIN) DROPS ,BOTTLE,500
MYCOTA CREAM  25G,TUBE,"1,760.00"
MYCOTA POWDER ,BOTTLE,"2,080.00"
MYCOTEN (VAGINAL) 100MG TAB X 6,PACK,"1,010.00"
MYCOTEN (VAGINAL) CREAM  35G,TUBE,"1,010.00"
MYCOTEN BABY CREAM 20G X 1,TUBE,520
MYCOTEN CREAM  20G,TUBE,430
MYCOTEN SOLUTION 75ML,BOTTLE,"1,000.00"
MYCROGYNON X 20 TABS ,PACK,260
MYDRIACYL EYE DROPS 1%,BOTTLE,"3,625.00"
MYLOVASC TABS 5MG X 30,FULL PACK,"1,840.00"
MYMIN SYR X 1,BOTTLE,560
MYZITH TABS 500MG X 10,PACK,850
NAATURAL HONEY  BATH GEL 750ML,JAR,1
NACET RAZOR BLADE X 20,PCS,105
NAICIN P/P TABS 100MG X 100,JAR,"2,000.00"
NALIDON X 20 TABS ,PACK,80
NALOLYN EXPECTORANT SYR  100ML,BOTTLE,350
NALOVITE SYR  200ML,BOTTLE,550
NAN 1 BABY MILK 400G,TIN,"1,990.00"
NAN 2 BABY MILK 400G,TIN,"2,020.00"
NAN 3 BABY  MILK  400G,TIN,"1,995.00"
NAPROXEN(TEVA) TABS  X 28,FULL PACK,765
NAROXINE TABS 500MG X 20,FULL PACK,900
NASAL RELIEF SPRAY X 1  ,PACK,450
NASCO CORNFLAKES 350G,PACK,515
NASODYN WITH PROMETHAZINE SYR 125ML X 1,BOTTLE,650
NASOGASTRIC TUBE (NG)  SIZE 10,FULL PACK,50
NASOGASTRIC TUBE (NG)  SIZE 14,FULL PACK,50
NASOGASTRIC TUBE (NG)  SIZE 16,FULL PACK,50
NASOGASTRIC TUBE (NG)  SIZE 22,FULL PACK,50
NASOGASTRIC TUBE (NG)  SIZE 5,FULL PACK,50
NASOGASTRIC TUBE (NG)  SIZE 8,PCS,50
NASOGASTRIC TUBE (NG) SIZE 18,PCS,50
NASOGASTRIC TUBE (NG) SIZE 18,FULL PACK,50
NASOGASTRIC TUBE (NG) SIZE 20,FULL PACK,50
NASOGASTRIC TUBE (NG) SIZE 24,FULL PACK,50
NASOGASTRIC TUBE (NG) SIZE 4,FULL PACK,50
NASOGASTRIC TUBE(NG) TUBE  SIZE 6,PCS,50
NAT B CAPS  X 30,FULL PACK,"2,750.00"
NAT-E  X 30 CAPS 400I.U,JAR,"1,560.00"
NATALIFE CAPS X 30,PACK,"2,450.00"
NATNAW TABS 1.5MG X 1,PACK,"1,300.00"
NATOCARE PLUS CAPS  X 30,PACK,"2,370.00"
NATOCARE PLUS SOFTGEL  X 60,FULL PACK,"5,500.00"
NATRILIX SR TABS 1.5MG X 30,FULL PACK,"3,000.00"
NATRILIX SR(PARALLEL) TABS 1.5MG X 30,PACK,"1,950.00"
NATRIXAM TABS 1.5/10MG X 30,FULL PACK,"3,950.00"
NATRIXAM TABS 1.5/5MG X 30,FULL PACK,"3,800.00"
NATTOENZYM TABS  X 30,FULL PACK,"4,300.00"
NATURAL ANIMAL CRACKERS,CAN,245
NATURE CARE VITAMIN E X 50 CAPS ,JAR,"3,500.00"
NATURE ESSENCE CUP SEALED 616.54G,JAR,"2,610.00"
NATURE ESSENCE CUP UNSEALED 616.54G,JAR,"1,750.00"
NATURE ESSENCE LOTION 500ML,JAR,"1,395.00"
NATURE GREENS SOFTGEL X 30,PACK,"2,000.00"
NATURE SECRET LOTION X 1,JAR,"1,250.00"
NATURE VITAL CLEANSER X 1,BOTTLE,"1,420.00"
NATURE VITAL HAIR DYE X 1,BOTTLE,995
NATURE VITAL ROSE WATER X 1,BOTTLE,"1,180.00"
NATUREL CREAM TUBE 50G,TUBE,305
NATZIN SUSP 125MG/5ML 70ML,BOTTLE,950
NAZANEEN SUSP  200ML,BOTTLE,410
NAZOL CAPS 200MG X 30,FULL PACK,"7,800.00"
NCP (NEIMETH)  LOTION 200ML,BOTTLE,685
NCP LOTION 100ML,BOTTLE,560
NCP LOTION 25ML X 1,BOTTLE,125
NCP LOTION 50ML X 1,BOTTLE,410
NCP OINTMENT ,TUBE,500
NEBILONG TABS 5MG X 30,FULL PACK,"2,675.00"
NECK COLLAR   X 1 {HARD ONE} ,PACK,"5,200.00"
NECK COLLAR (SOFT),PACK,"1,750.00"
NECTAFER Z SYR 200ML X 1,BOTTLE,850
NECTALLIN SYR  100ML,BOTTLE,450
NECTAMAL DS TABS  X 6,PACK,410
NECTAMIN SYR 200ML X 1,BOTTLE,850
NECTRANOX CAPS 100MG X 28,FULL PACK,"3,200.00"
NEEDLE (AGARY)  23G X 100,SYRINGE,8
NEEDLE HOLDER  SIZE 4,PCS,400
NEEDLE HOLDER  SIZE 6,PCS,450
NEEDLE HOLDER  SIZE 7,PCS,450
NEEDLE HOLDER  SIZE 8,PCS,450
NEEDLE(AGARY)  21G X 100,FULL PACK,820
NELB METHYLDOPA TABS 250MG X 100,FULL PACK,"1,750.00"
NELBMENTIN TABS 625MG X 14,FULL PACK,900
NEMETHER TABS 20/120 X 24,PACK,300
NEMOXIL DISPERSIBLE  250MG X 10,PACK,190
NEMOXIL DISPERSIBLE TABS 125MG X 10,PACK,220
NEMOXIL SYR  X 1,BOTTLE,195
NEO HEALER SUPP   X 10,FULL PACK,"1,885.00"
NEO MEDROL LOTION X 1,JAR,"3,400.00"
NEO-BETASONE CREAM ,TUBE,775
NEO-MEDROL LOTION  25ML,BOTTLE,"2,100.00"
NEO-MERCAZOLE  5MG TAB X 100,JAR,"7,500.00"
NEO-PRESOL LOTION  25ML,BOTTLE,"1,500.00"
NEOBACIN (DRUGFIELD) POWDER  5G,BOTTLE,400
NEOCELL COLLAGEN CAPS X 120,JAR,"8,700.00"
NEOCLAV SYR 156.75MG/5ML,BOTTLE,600
NEOCLAV SYR 228.5MG/5ML,BOTTLE,650
NEOCLAV SYR 457MG/5 ML,BOTTLE,950
NEOCLAV X 14 TABS 625MG,PACK,"1,210.00"
NEOCLAV X14 TABS 1G,PACK,"1,300.00"
NEOCLAV X14 TABS 375MG,PACK,900
NEOFYLIN SYR 2 LIT {MOPSON} ,BOTTLE,"2,800.00"
NEOFYLIN SYR X 1,BOTTLE,285
NEOFYLIN WITH CODEINE SYR ,BOTTLE,360
NEOLA SOAP 90G X 1,SOAP TABLET,595
NEOMERCAZOLE(BLISTER) TABS 5MG X 100,FULL PACK,"4,000.00"
NEOMYCIN TABS 500MG X 100 [JAR] ,JAR,"4,500.00"
NEOSKIN CREAM X 1,PACK,280
NEOSTIGMINE (ALPHA PHARMACY)  INJ 2.5MG,AMPOULES,"2,050.00"
NEPAFENAC EYE DROPS 5ML X 1,PACK,"1,200.00"
NEROCID GEL  ,BOTTLE,220
NERODEX COUGH SYR ,BOTTLE,260
NERVE AND BONE LINT(MOKO) X 48 200ML,BOTTLE,430
NERVE AND BONE( LEADY) LINIMENT  180ML,BOTTLE,310
NERVON TABS  X 30,FULL PACK,"2,225.00"
NESCAFE GOLD BLEND (DECAFF) 100G,TIN,"1,505.00"
NESCAFE TIN 50G,TIN,540
NESCAFE(THREE IN ONE) 17G,SACHET,75
NESO SPRAY 8/20 X 1,JAR,542
NESTAGESIC TABS 50MG X 100,FULL PACK,250
NETAZOX SUSP 100MG/5ML X 1,BOTTLE,"1,850.00"
NETAZOX TABS 500MG X 6,PACK,"2,000.00"
NETMAL TABS 80/480MG X 1,PACK,320
NEURACALM  75MG X 30,FULL PACK,"4,600.00"
NEUROBION COATED TABS  X 20,FULL PACK,"2,655.00"
NEUROBION TABS  X 100,FULL PACK,"4,200.00"
NEUROGAB TABS 75MG X 28,FULL PACK,"2,200.00"
NEUROGESIC  EXTRA CREAM 35GM,TUBE,700
NEUROGESIC  EXTRA CREAM 85GM X 1,TUBE,"1,150.00"
NEUROGESIC CREAM 85GM,TUBE,"1,030.00"
NEUROGESIC OINTMENT 35G,TUBE,630
NEUROTEX FORTE TABS  X 100,FULL PACK,"4,890.00"
NEUROVIT FORTE TABS  X 100,FULL PACK,"6,925.00"
NEUROZAN CAPS  X 30,PACK,"6,800.00"
NEUTROGENA [LIGHT SESSION] LOTION250ML,JAR,"2,205.00"
NEUTROGENA ALCOHOL FREE TONER CLEANSER 250ML,JAR,"3,720.00"
NEUTROGENA BODY EMISON LOTION 450ML,BOTTLE,"1,995.00"
NEUTROGENA BODY OIL 250ML,BOTTLE,"3,710.00"
NEUTROGENA SOAP 100G MIX,SOAP TABLET,"1,325.00"
NEUTROGENA VISIBLE FIRM LOTION 250ML,BOTTLE,595
NEUTROTONE CREAM 30G,TUBE,285
NEUTROTONE GEL 30G,TUBE,285
NEVAN EYE DROPS 0.1% X 1,BOTTLE,"1,450.00"
NEVAN TS EYE DROPS X 1,PACK,"2,300.00"
NEW MUSK MEN PERFUME 100ML,BOTTLE,"2,005.00"
NEW MUSK MEN SPRAY 71ML,CAN,670
NEW MUSK WOMEN PERFUME 100ML,BOTTLE,"1,755.00"
NEW MUSK WOMEN SPRAY 71ML,CAN,670
NEWMULT CAPS X 30,PACK,"1,300.00"
NEXIUM X 14 TABS 20MG,PACK,"5,098.00"
NEXIUM X 14 TABS 40MG,PACK,"7,000.00"
NEXIUM(PARALLEL) TABS 20MG X 14,PACK,"1,700.00"
NEXIUM(PARARELL) TABS 20MG X 28,FULL PACK,"1,800.00"
NEXIUM(PARARELL) TABS 40MG X 14,PACK,"2,100.00"
NEXIUM(PARARELL) TABS 40MG X 28,FULL PACK,"3,500.00"
NEZIS B.P MONITOR   X 1,PACK,"10,500.00"
NGC COUGH EXPECTORANT X 1,BOTTLE,305
NGC COUGH(CHILD) SYR X 1,BOTTLE,265
NGC-VALGIN CAPLET 500MG X 1000,FULL PACK,"5,900.00"
NICKS INHALER   X 24,FULL PACK,"1,920.00"
NICLOVIX CAPS X 30,PACK,"5,500.00"
NICOTINIC ACID TABS  X 100,FULL PACK,"2,000.00"
NIFE-D X 30 TABS 20MG,PACK,300
NIFECARD RETARD TABS 20MG X 50,FULL PACK,190
NIFECARD XL TABS 30MG X 30,FULL PACK,"1,500.00"
NIFECURE TABS  X 100,FULL PACK,450
NIFEDINE DEXCEL TABS 20MG X 30,FULL PACK,750
NIFEGEM RETARD TABS 20MG X 100,FULL PACK,"2,395.00"
NIFEGEM RETARD TABS 20MG X 20,FULL PACK,250
NIFENDAL TABS 20MG X 50,FULL PACK,"1,185.00"
NIGHT AID TABS  X 10,PACK,200
NIGHT AID TABS 50MG X 30,FULL PACK,400
NIGHT WALKER PERFUME 100ML,BOTTLE,370
NIGHTINGALE X 1,PACK,"1,700.00"
NIGREL TABS 75MG X 30,FULL PACK,"1,400.00"
NIKITA PERFUME,BOTTLE,295
NILGAR 15 TABS  X 30,FULL PACK,"2,250.00"
NILGAR M-15 TABS  X 100,FULL PACK,"1,150.00"
NILGAR M-15 X 30 TABS ,PACK,"1,360.00"
NILGAR M-30 TABS ,PACK,"2,825.00"
NILGAR TABS 30MG X 30,FULL PACK,"2,710.00"
NIMARTEM 20/120 TABS ,PACK,280
NIMARTEN QS TABS X 6,PACK,440
NIMITZ PERFUME 100ML,BOTTLE,"1,860.00"
NISE PLUS SYR 100ML,BOTTLE,240
NISE SYR 60ML X 1,BOTTLE,195
NISTATIN  ORAL DROPS ,PACK,510
NITAXIM INJ 2GM 5MLS,VIALS,450
NITRAZEPAM (VITABIOTICS)  TABS 5MG X 250,FULL PACK,"2,000.00"
NITRAZEPAM X 250 TABS 5MG,JAR,"6,600.00"
NITRESS TABS 7.5MG X 100,FULL PACK,"7,200.00"
NITROFURANTIN TABS  X 100,FULL PACK,"1,640.00"
NITROFURANTIN TABS 100MG X 1000,FULL PACK,"4,110.00"
NITROFURANTIN X 10 TABS ,PACK,195
NIVAQUINE FORTE 221 CAPS ,PACK,170
NIVAQUINE TABS X 10,PACK,180
NIVEA  ROLL ON(MIX) 50ML,JAR,450
NIVEA BODY LOTION (SMOOTH SENSATION) 400MLS,JAR,"1,305.00"
NIVEA BODY MOISTURISING LOTION 400ML (WHITE),BOTTLE,"1,360.00"
NIVEA BODY SPRAY MEN(DYNAMIC POWER) 150ML,BOTTLE,775
NIVEA COCOA BUTTER LOTION X 1,JAR,"1,350.00"
NIVEA EVEN BODY LOTION 400ML,JAR,"1,410.00"
NIVEA EXPRESS HYDRATION LOTION 400ML,BOTTLE,"1,305.00"
NIVEA FAIR CUP X 1,CAN,"1,005.00"
NIVEA FAIR LOTION 400MLS,BOTTLE,"1,405.00"
NIVEA FOR MEN BODY LOTION,JAR,"1,305.00"
NIXODERM OINTMENT  15G [TUBE] ,TUBE,390
NIXODERM X 24 OINTMENT  17.7G [TIN] ,TIN,350
NIZORAL CREAM 2% 15G,TUBE,"1,265.00"
NIZORAL SHAMPOO   60ML,BOTTLE,"2,110.00"
NO-ACH TABS  X 20,FULL PACK,850
NO-COF DROP X 60   15ML,BOTTLE,215
NO-PAIN  300MG X 100,FULL PACK,275
NO-PAIN TABS 500MG X 100,FULL PACK,650
NOBAXIN TABS 250MG X 6,PACK,"1,150.00"
NONI (N/F) CAPS 500MG X 100,JAR,"4,700.00"
NONI CAPS X 1,PACK,"1,750.00"
NONI SYR 1 LITRE,BOTTLE,"17,125.00"
NONI TEA   X 20 X 1,PCS,500
NORBATIN TABS  X 5,PACK,350
NORDUET TABS 5MG X 10,PACK,850
NORDUET TABS 7.5MG X 30,FULL PACK,"1,300.00"
NORFLEX TABS  X 20,FULL PACK,850
NORGESIC TABS  X 20,PACK,800
NORISTERAT INJ 200MG X 1,PACK,800
NORMAL  SALINE 0.9% (FIDSON)  INFUSION X 1,JAR,625
NORMAL SALINE 0.9%   {DANA} 500ML,BOTTLE,150
NORMAL SALINE 0.9% (UNIQUE) INFUSION ,BOTTLE,625
NORMAL SALINE EYE DROPS X 1,BOTTLE,550
NORMODIPINE TABS 20MG X 30,FULL PACK,375
NORMORETIC TABS  X 100,FULL PACK,"1,517.00"
NORPIFLEX TABS X 1,PACK,700
NORVASC TABS 10MG X 10,PACK,"1,600.00"
NORVASC TABS 10MG X 100,FULL PACK,"18,000.00"
NORVASC TABS 10MG X 30,FULL PACK,"5,550.00"
NORVASC TABS 5MG X 10,PACK,925
NORVASC TABS 5MG X 100,FULL PACK,"9,800.00"
NORVASC TABS 5MG X 30,FULL PACK,"2,900.00"
NOSAK BABY COUGH SYR 100ML,BOTTLE,230
NOSCLAV TABS 625MG X 18,PACK,"1,000.00"
NOSE MASK X 50,PACK,350
NOSPA INJ 40MG/2ML X 25,FULL PACK,"8,000.00"
NOSPA TABS  X 100,FULL PACK,"4,695.00"
NOSPAMIN DROPS  15ML,BOTTLE,240
NOSTRESS (LISINOPRIL) TABS 10MG X 28,FULL PACK,750
NOSTRESS TABS 5MG X 28,FULL PACK,540
NOVA BODY LOTION EXCLUSIVE 400ML,BOTTLE,800
NOVA WHITENING BODY LOTION X 1,JAR,800
NOVACAN 150MG CAPS ,PACK,400
NOVACAN X 10 CAPS 50MG,PACK,200
NOVACAN X 3 CAPS 50MG,PACK,300
NOVALOR(CHLOROQUINE) TABS 250MG X 500,FULL PACK,"7,500.00"
NOVALYN ( CHLID) SYR 100ML,BOTTLE,285
NOVALYN DRY COUGH(CHILDREN FORMULA) SYR 100ML X 1,BOTTLE,365
NOVALYN LINCTUS SYR 100ML X 1,BOTTLE,354
NOVALYN WITH CODINE SYR ,BOTTLE,670
NOVALYN(ADULT) SYR  100ML,BOTTLE,310
NOVAVITE SYR  100ML,BOTTLE,180
NOVOGOLD CAPS  X 30,FULL PACK,350
NOVOLAX  5MG TABS X 105,FULL PACK,100
NOVOMIX 30 FLEXPEN 100IU INJ  X 5,FULL PACK,"23,000.00"
NOVOMIX 30(PARALLEL) FLEXPEN INJ 100IU X 5,FULL PACK,"23,000.00"
NOVORAPID FLEXPEN INJ 3ML X 5,FULL PACK,"18,435.00"
NOVOTWIST NEEDLES   X 100,FULL PACK,"12,000.00"
NOVOVITE SYR 100ML,BOTTLE,180
NU-IMAGE CLEANSER X 1,JAR,600
NUEVIT SOFTGEL  X 30,FULL PACK,"3,475.00"
NUFENAC TABS  X 240,FULL PACK,"1,200.00"
NUFENAC TABS 50MG X 100,FULL PACK,750
NUGEL SUSP 200ML,BOTTLE,867
NUGEL-O SUSP X 1,BOTTLE,900
NUROFEN CAPS 200MG X 1,PACK,650
NUROFEN CAPS 400MG X 10,PACK,"1,235.00"
NUROFEN EXPRESS TABS 200MG X 10,PACK,"1,300.00"
NUROFEN SYR 100ML X 1,BOTTLE,"1,956.25"
NURSES CAP  BIG SIZE,PCS,280
NURSES CAP  SAMLL SIZE,PCS,125
NURSES WATCH  ,PCS,715
NUSAR TABS 50MG X 30,FULL PACK,"1,200.00"
NUSAR-H TABS 50/12.5MG X 30,FULL PACK,"1,300.00"
NUTRACID SUSP 200ML X 1,BOTTLE,570
NUTRAVIT SYR  100ML,BOTTLE,"1,255.00"
NUTRAVIT SYR 60ML,BOTTLE,800
NUTRI C X 12,SACHET,395
NUTRI-MILK 500ML,JAR,110
NUTRIBON BABY FOOD X 1,PACK,400
NUTRIGEN BABYTAMIN DROPS X 1,BOTTLE,"1,850.00"
NUTRIGEN IMMUNO SYR X 1,BOTTLE,"2,850.00"
NUTRIGEN SUPRA SYR 200ML X 1,BOTTLE,"2,350.00"
NUTRILAC BABY FOOD 400G,PACK,866.67
NUTRIVIN SYR  100ML,BOTTLE,200
NYCIL BABY LOTION 300ML,JAR,880
NYCIL SOAP BABY 80G,PACK,170
NYLOL EYE DROPS 0.5% 5ML,BOTTLE,"1,000.00"
NYLON  SIZE 2 X 12,FULL PACK,940
NYLON 0   X 12,FULL PACK,"1,000.00"
NYLON 1   X 12,FULL PACK,965
NYLON 2/0   X 12,FULL PACK,940
NYLON GLOVE   X 1,PACK,180
NYLON GLOVE 3/0   X 12,FULL PACK,550
NYOLOL GEL 0.1% 5G,TUBE,800
NYSTATIN ORAL DROP  ,BOTTLE,450
NYSTATIN ORAL TABS 500000IU X 16,FULL PACK,900
NYSTATIN VAG (UNBRANDED)  TABS X 10,PACK,700
NYSTATIN VAG TAB (AL-TINEZ)  ,PACK,430
NYSTATIN VAG TAB(MULTICOY)  100000 IU,PACK,495
OBIFEN SYR 100ML/5ML,BOTTLE,200
OBRON-6   X 90,FULL PACK,"3,169.00"
OBRON-6 CAPS  X 30,FULL PACK,"1,385.00"
OCEACEF TABS 200MG X 10,PACK,"1,000.00"
OCEANIC COD LIVER X 30 CAPS 1000MG,PACK,480
OCEANIC COD LIVER X 30 CAPS 300MG,PACK,400
OCEFIX (SWIPHA)  TABS 200MG,PACK,950
OCEFIX SYR  100ML,BOTTLE,"1,040.00"
OCEFIX SYR 60ML,BOTTLE,785
OCEFIX X10 TABS 400MG,PACK,"1,600.00"
OCETRIZE TABS 5MG X 30,FULL PACK,580
OCEXONE I.M INJ 1G X 1,VIALS,"1,300.00"
OCEXONE I.V INJ 1G X 1,VIALS,"1,410.00"
OCEXONE INJ   2G I.V.,VIALS,"2,100.00"
OCUFRESH(HYPROMELLOSE) EYE DROPS 0.3% 10ML,BOTTLE,850
OCULERGE EYE DROPS  X 1,BOTTLE,720
OCUVITE TABS  X 120,JAR,"9,600.00"
ODIA TABS 0.5MG X 100,FULL PACK,80
ODOMOS CREAM  50G,TUBE,317
ODOMOS CREAM 25G,TUBE,230
ODREL TABS 75MG X 30,FULL PACK,900
ODYCIN EYE DROPS 0.5% 5ML,PACK,720
OFLOCET TABS 200MG,PACK,250
OFLOMED X 14 TABS 200MG,PACK,555
OFLONIDA SOFTGEL 500MG/200MG X 10,PACK,"1,300.00"
OFLOSWIZ O X 10,PACK,"1,000.00"
OFLOXACIN  EYE DROPS 10ML,BOTTLE,250
OFLOXACIN (BG) TABS 200MG X 10,PACK,320
OFLOXACIN (BG) TABS 400MG X 10,PACK,370
OFLOXACIN INFUSION 500MG 100ML {MULTICOY} ,BOTTLE,355
OFLOXACIN TABS 200MG X 1 {MKP} ,PACK,300
OFLOXACIN TABS 400MG {MULTICOY} ,PACK,400
OFLOXACIN/ORNIDAZOLE(MILTON) TABS  X 10,PACK,700
OGAMAL SUSPENSION 180MG/60ML,BOTTLE,400
OGAMAL X 24 TABS ,PACK,450
OGOTEX B.P MONITOR X 1,PACK,"11,000.00"
OJULOBA ARA HERBAL CAPS X 30,JAR,"1,250.00"
OKACIN EYE DROPS  5ML,BOTTLE,850
OLANZA TABS 10MG X 100,FULL PACK,"1,769.00"
OLANZA TABS 10MG X 28,FULL PACK,"1,555.00"
OLANZA TABS 5MG X 28,FULL PACK,940
OLANZAPIN TABS 5MG X 100,FULL PACK,"1,450.00"
OLANZAPINE (CHEZ)  TABS 10MG X 100,FULL PACK,"1,500.00"
OLANZEPINE TABS 10MG X 100,FULL PACK,"1,850.00"
OLAY  BATH GEL 720ML,JAR,705
OLAY BEAUTY FLUID LOTION 200ML,JAR,560
OLAY QUENCH FADE CREAM 170.1G,JAR,"3,500.00"
OLAY QUENCH LOTION MIX 600ML,JAR,"3,010.00"
OLAY SOAP WHITE 135G,SOAP TABLET,245
OLAY TOTAL EFFECTS BATH GEL,JAR,750
OLFEN 100 SR  X 10 CAPS ,PACK,"1,565.00"
OLFEN 75 SR TABS  X 30,FULL PACK,"3,035.00"
OLFEN GEL  50G,TUBE,"2,115.00"
OLFEN X 20 TABS 50MG X 20,FULL PACK,"1,850.00"
OLICEF SYR 125MG 100ML,BOTTLE,"2,150.00"
OLICEF X 10 TABS 250MG,PACK,950
OLICEF X 10 TABS 500MG,PACK,"1,800.00"
OLIGOCARE X 30 TABS ,PACK,"2,250.00"
OLIVE HAIR RELAXER X 8,PACK,"2,600.00"
